restaurant;online_order;book_table;rate;votes;phone;location;rest_type;dish_liked;cuisines;address;approx_cost;listed_in_type
"Shri Vinayaka Ice N Juice";Yes;No;3.2;11;"+91 9448090792
+91 9481201127";Basavanagudi;"Quick Bites";NULL;"Beverages, Fast Food";"14/38, Shivakrupa, 1st Model House Street, Near Nagasnadra Circle, DVG Road, Basavanagudi, Bangalore";150;Dine-out
"Happy Chopsticks";Yes;No;3.6;17;"+91 6361205115";Basavanagudi;"Quick Bites";NULL;"Chinese, Fast Food";"3/1, Bugle Rock Road, Gandhi Bazaar, Basavanagudi";300;Dine-out
"Ambur Dum Biriyani";No;No;NULL;0;"+91 8300878357";Basavanagudi;"Quick Bites";NULL;Biryani;"T.R., Mill Circle, Basavanagudi, Bangalore";160;Dine-out
"Food Plaza";No;No;NULL;0;"+91 9945404466";Basavanagudi;"Quick Bites";NULL;"South Indian, North Indian, Chinese";"23, Basavanagudi, Bangalore";150;Dine-out
Jcubez;No;Yes;3.8;977;"+91 9740425235
+91 8746006497";Banashankari;Lounge;"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries";"Finger Food";"1431, 22nd Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore";1,300;"Drinks & nightlife"
"Gustoes Beer House";No;No;4.1;868;"080 49653521";Banashankari;Pub;"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings";"Continental, Italian, Mexican, North Indian, Chinese, Steak";"10, 30th Main, Deve Gowda Petrol Bunk Road, 3rd Stage, Banashankari, Bangalore";1,200;"Drinks & nightlife"
"Blue Wings Bar & Restaurant";No;No;3.7;43;"+91 9845731913";Banashankari;"Bar, Casual Dining";NULL;"North Indian, Chinese";"488/1, 7th Main Road, 50 Feet Road, Hannumantha Nagar, Banashankari, Bangalore";700;"Drinks & nightlife"
"Vi Ra's Bar and Restaurant";No;No;3.3;62;"+91 9845063930
+91 7411148111";Banashankari;Bar;"Chilli Chicken";"South Indian, North Indian, Chinese";"3828, Near Deve Gowda Petrol Bunk, 30th Cross, 3rd Stage, Banashankari, Bangalore";800;"Drinks & nightlife"
"K27 - The Pub";No;No;3.1;30;"+91 9980097472";Banashankari;Bar;NULL;"Chinese, North Indian";"27, 27th Cross, 2nd Stage, Banashankari, Bangalore";1,000;"Drinks & nightlife"
"Linnet Bar & Restaurant";No;No;NULL;0;"+91 9686666638";Banashankari;Bar;NULL;"Fast Food, Finger Food";"56, Outer Ring Road, Banashankari, Bangalore";500;"Drinks & nightlife"
Darbar;No;No;3;98;"+91 8861271465";Banashankari;Bar;"Paneer Tikka, Dal Kichadi, French Fries";"North Indian, Chinese";"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore";800;"Drinks & nightlife"
"Soho Bar & Grill";No;No;2.7;377;"080 41609445
080 41609443";Basavanagudi;Pub;"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries";"North Indian, Chinese, Thai";"31 South Park Hotel, 198, 2nd & 3rd Floor, Gandhi Bazaar Main Road, Basavanagudi, Bangalore";1,100;"Drinks & nightlife"
"Deja Vu Resto Bar";Yes;Yes;4.4;2487;"+91 9632499855";"Bannerghatta Road";Pub;"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta";"North Indian, Italian";"5th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore";900;Buffet
Fattoush;Yes;Yes;4.2;1964;"080 41425553
+91 7337830044";"Bannerghatta Road";"Casual Dining";"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken";"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood";"128/54/10, First floor, Opposite IIM - B, Dasarapalya, Bannerghatta Road, Bangalore";1,000;Buffet
"Empire Restaurant";Yes;No;4.3;3178;"080 49653239";"Bannerghatta Road";"Casual Dining";"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken";"North Indian, Mughlai, South Indian, Chinese";"4 & 5, Green Orchards Layout, 1st Cross, Bannerghatta Road, Bangalore";750;Buffet
"Abhiruchi Hotel";Yes;No;3.3;455;"+91 8041470003
+91 8049597979";"Bannerghatta Road";"Casual Dining";"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice";"Andhra, Biryani, North Indian, Chinese";"81/3, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore";550;Buffet
Tulips;No;No;3.1;19;"080 22420994
080 22421076";"Bannerghatta Road";"Casual Dining";NULL;"North Indian, South Indian, Chinese, Continental";"Tulips Resort & Amusement Park, 18th K.M, Bannerghatta Road, Bangalore";800;Buffet
"Barbeque Nation";No;Yes;4.7;3845;"+91 8064806060";"JP Nagar";"Casual Dining";"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta";"North Indian, European, Mediterranean, BBQ, Kebab";"67, 15th Cross, 6th B Main, JP Nagar, Bangalore";1,600;Buffet
Sattvam;No;No;4.3;353;"080 26595000
+91 9483275526";"JP Nagar";"Casual Dining";"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani";"North Indian, South Indian";"281, 2nd Floor, 15th Cross, 5th Phase, JP Nagar, Bangalore";1,200;Buffet
"24th Main";No;Yes;4.1;1234;"+91 9900092563
+91 8722148555";"JP Nagar";"Casual Dining";"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms";"North Indian, South Indian, Chinese";"Cross Roads Inn, 827, Near RV Dental College Compound, 24th Main, 12th Cross, JP Nagar, Bangalore";800;Buffet
Zaitoon;Yes;Yes;4.1;1538;"080 41477977
080 41488988";"JP Nagar";"Casual Dining";"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup";"BBQ, Arabian, Chinese, North Indian, Desserts";"21, 24th Main Road, 6th Phase, JP Nagar, Bangalore";1,000;Buffet
"Mango Greens";No;Yes;3.9;49;"+91 9880863789
080 26851030";"JP Nagar";"Casual Dining";NULL;"North Indian, Continental, Chinese";"99/4, Nataraja Layout, 7th Phase, JP Nagar, Bangalore";900;Buffet
"Oye Amritsar";Yes;Yes;3.8;756;"080 49577007
+91 9945524705";"JP Nagar";"Casual Dining";"Lassi, Raita, Dal Makhani, Panneer Butter Masala, Jalebi, Biryani, Paneer Tikka";"North Indian";"72, 2nd Floor, Next to Max & Crossword, 3rd Phase, Inner Ring Road, JP Nagar, Bangalore";1,000;Buffet
"Melt - Eden Park";Yes;Yes;4;347;"+91 9606487102";"JP Nagar";"Casual Dining";"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles";"North Indian, Chinese, Thai, Mughlai, Seafood";"Eden Park7, 8 Doresani Palya, Near Kalyani Magnum, Opposite Oracle, 5th Phase, JP Nagar, Bangalore";1,000;Buffet
"Crave Bit Cafe";No;No;NULL;0;"080 42061006";"JP Nagar";Cafe;NULL;Cafe;"Amoolya, 1st Floor, 24th Main, 6th Phase, JP Nagar, Bangalore";600;Buffet
"Spice Code";No;Yes;4;165;"+91 9513699007
+91 9513699006";"JP Nagar";"Casual Dining";"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew, Biryani";"South Indian, North Indian, Chinese, Biryani";"47/1, 9th Main,1st Cross, Miniforest, Phase 3, JP Nagar, Bangalore";1,000;Buffet
"The Onyx - The HHI Select Bengaluru";No;No;3.3;177;"+91 9742281239
+91 8884404894";"JP Nagar";"Casual Dining";"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads";"North Indian, Chinese, Continental";"The HHI Select Bengaluru Hotel, 686, 15th Cross, Ring Road, 2nd Phase, JP Nagar, Bangalore";950;Buffet
"The Pavillion";No;No;2.7;43;"080 42456060
+91 9900014132";"JP Nagar";"Casual Dining";NULL;"North Indian, Continental, South Indian, Chinese";"Quality Inn - Shravanthi, 60, 13th Cross, 2nd Main, 3rd Phase, JP Nagar, Bangalore";1,000;Buffet
"Sankranthi Veg Restaurant";Yes;No;3;102;"+91 8095275614";BTM;"Casual Dining";"Tea, Vada Sambar, Masala Dosa";"South Indian, North Indian, Chinese";"986, 1st Block, Vijaya Bank Layout, 4th Stage, BTM, Bangalore";600;Buffet
"Tisano Cafe";Yes;No;3.8;54;"+91 8884440087";"Bannerghatta Road";Cafe;NULL;"Cafe, Fast Food, Chinese, Continental";"Kembathahalli Road, Gottigere, Near Bannerghatta Main Road, Bannerghatta Road, Bangalore";500;Cafes
"Cafe Kabana";No;Yes;4;200;"+91 8884044348
+91 8762989999";"Bannerghatta Road";Cafe;"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs";"Cafe, Continental";"1, Pai Layout, Hulimavu Gate Main Road, Off Bannerghatta Road, Bangalore.";700;Cafes
Butterly;Yes;No;3.9;102;"+91 7338636363";"Bannerghatta Road";Cafe;"Burgers, Sandwiches, Pizza, French Fries, Cheesecake";"Cafe, Bakery, Beverages";"7, Doddakammanahalli Main Road, Central Excise Layout, Phase 2, Bannerghatta Road, Bangalore";450;Cafes
"Cafe Conico";No;No;NULL;0;"+91 9747007662";"Bannerghatta Road";Cafe;NULL;"Cafe, Beverages";"2, Hill Crest, House Of Hiranandani, Akshayanagar, Bannerghatta Road, Bangalore";600;Cafes
"Black Mug Cafe";Yes;No;3.7;171;"+91 9845561119
+91 8095257151";"Bannerghatta Road";Cafe;Coffee;Cafe;"1-2, Near Bhaganagar Bus Stop, Shankarnaga Road, Bhaganagar Layout, Gottigere, Bannerghatta Road, Bangalore";300;Cafes
#refuel;Yes;No;3.7;37;"+91 8971227222";"Bannerghatta Road";Cafe;"Thick Shakes, Sandwiches, Pasta, Mocktails";"Cafe, Beverages";"7, Ground Floor, RR Commercial Complex, Akshay Nagar, Bannerghatta Road, Bangalore";400;Cafes
WAFL;Yes;No;3.9;40;"+91 8951725759";"Bannerghatta Road";"Food Court";Waffles;"Cafe, Fast Food, Desserts, Beverages";"3rd Floor, Food Court, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore";400;Cafes
"Vaho Kafe & Pressery";No;No;3.9;125;"+91 9845687999
080 41494199";"Bannerghatta Road";Cafe;"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta";"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices";"227,Sitaram Complex, Bilekahalli,opp to IIM-B, Bannerghatta Road, Bangalore";500;Cafes
Dreamcatcher;Yes;No;3.9;49;"+91 7090470823
+91 7996623818";"Bannerghatta Road";Cafe;"English Breakfast, Sandwiches";Cafe;"128/54/10, Ground Floor, Opposite IIM - B, above A2B Dasarapalya, Bannerghatta Road, Bangalore";600;Cafes
"Cafe Coffee Day";No;No;3.6;19;"+91 9071381530";"Bannerghatta Road";Cafe;NULL;"Cafe, Fast Food";"Gopalan Innovation Mall, Bannerghatta Road, Bangalore";900;Cafes
"Cafe Arabica";No;No;3.8;69;"080 64442444
+91 8050042444";"Bannerghatta Road";"Cafe, Bakery";"Coffee, French Fries, Lemon Tea, Veg Sandwich";"Cafe, Bakery";"4, 1st Cross, Christ School Road, Bhavani Layout, Bannerghatta Road, Bangalore";700;Cafes
Starbucks;No;No;3.9;52;NULL;"Bannerghatta Road";Cafe;NULL;"Cafe, Desserts";"Vega City, Dollars Colony, Bannerghatta Road, Bangalore";700;Cafes
Smoor;Yes;No;3.6;18;"+91 9526593257";"Bannerghatta Road";"Dessert Parlor";NULL;"Desserts, Cafe, Beverages";"172/1, GF K 03, Kiosk Unit, Vega City Mall, Srinivas Industrial Estate, Bilekahalli, Bannerghatta Road, Bangalore";900;Cafes
"Kalmane Koffees";No;No;3.9;78;"+91 9972900494";"Bannerghatta Road";Cafe;"Brownie, Filter Coffee";Cafe;"1st Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore";350;Cafes
"Shee-Sha Cafe";No;Yes;3.6;39;"+91 9739533445";"Bannerghatta Road";"Cafe, Casual Dining";NULL;"Cafe, North Indian, Chinese, Continental";"225/226, Omkar Nagar, Arkere, Above Arekere Canara Bank, Bannerghatta Road, Bangalore";800;Cafes
"Brews N Bites";Yes;No;2.7;48;"+91 9886791151";"Bannerghatta Road";"Quick Bites, Cafe";"Thin Crust Pizza";"Chinese, Fast Food, Cafe, Street Food, Finger Food";"81/3/4, 5th Cross, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore";650;Cafes
"D2V Cafe";No;No;3.6;13;"+91 9886986111
+91 8550051111";"Bannerghatta Road";Cafe;NULL;Cafe;"173/218, GF, Opposite Ranka Colony, Bannerghatta Road, Bangalore";700;Cafes
"Wellness Cafe";No;No;NULL;0;"+91 9900459444";"Bannerghatta Road";Cafe;NULL;"Cafe, Healthy Food";"B/1, Beside Airtel Office, Ground Floor, KEB Colony, Bannerghatta Road, Bengaluru";400;Cafes
"Cafe Talk";No;No;3.3;14;"+91 9739174185";"Bannerghatta Road";"Cafe, Casual Dining";NULL;"Cafe, Continental, North Indian, Bakery, Desserts";"6, 3rd Floor, Above Bandhan Bank, Gurupanapalya, Bannerghatta Road, Bangalore";700;Cafes
"Cafe Choco Craze";No;No;3.7;9;"080 41713666
+91 8970970108";"Bannerghatta Road";Cafe;NULL;"Cafe, Fast Food, Desserts";"A-3, Ranka Colony Road, Bilakhalli, Bannerghatta Road";400;Cafes
"Healthy Smoothie";No;No;NULL;0;"+91 8050257921";"Bannerghatta Road";Delivery;NULL;"American, Bakery, Beverages, Cafe, Healthy Food, Juices, North Indian, Sandwich";"1239, 4th Cross 4th Main, Kodichicnahalli, Bangalore, Bengaluru";300;Cafes
"Me N U";No;No;NULL;0;"00 09886636773";"Bannerghatta Road";"Quick Bites";NULL;"Finger Food, Wraps, Cafe, Continental, Healthy Food";"Vega City Mall, Bannerghatta Road, Bangalore";500;Cafes
"Slate Cafe";Yes;No;4.1;46;"+91 8040923832";"JP Nagar";Cafe;"Pasta, Sandwiches";"Cafe, Sandwich, Burger";"5th Cross Road, Dollar Layout, 3rd Phase, JP Nagar, Bangalore";600;Cafes
Dialogues;No;No;4;129;"+91 8800946279";"JP Nagar";Cafe;"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries";"Cafe, Continental";"57, 15th Cross Road, Outer Ring Road, Phase 6, JP Nagar, Bangalore";600;Cafes
"Cafe Zuppa";Yes;No;NULL;0;"+91 9845266234
+91 9980003501";"JP Nagar";Cafe;NULL;"Cafe, Pizza, Fast Food";"97, Wilson Garden Housing Society, 7th Phase, JP Nagar, Bangalore";450;Cafes
"Mudpipe Cafe";Yes;Yes;3.9;727;"+91 9448056565";"JP Nagar";Cafe;"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers";"Cafe, Continental, North Indian";"44-45, Terrace Floor, 24th Main Road, 7th phase, JP Nagar, Bangalore";800;Cafes
"Crave Bit Cafe";No;No;NULL;0;"080 42061006";"JP Nagar";Cafe;NULL;Cafe;"Amoolya, 1st Floor, 24th Main, 6th Phase, JP Nagar, Bangalore";600;Cafes
"TAB - Take A Break";No;No;4.1;521;"+91 9535133088
+91 9448157110";"JP Nagar";Cafe;"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea";"Cafe, Continental, Italian";"8, 15th Main, 5th Phase, JP Nagar, Bangalore";550;Cafes
"Biggies Burger 'n' More";Yes;No;4.1;203;"+91 9740962288
080 41145111";"JP Nagar";"Quick Bites, Cafe";"Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges";"Cafe, Burger, Beverages";"114, Kothanur Main Road, Santrupthi Nagar, 7th Phase, JP Nagar, Bangalore";650;Cafes
Onesta;Yes;Yes;4.4;4381;"+91 8904001150
+91 8904001151";"JP Nagar";"Casual Dining, Cafe";"Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza";"Pizza, Cafe, Italian";"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore";600;Cafes
"Cafe Potpourri";Yes;No;3.7;131;"+91 8884553680
+91 7026274274";"JP Nagar";Cafe;"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich";"Cafe, Sandwich, North Indian, Beverages, Desserts";"204, 4th Cross, KSRTC Layout, 2nd Phase, JP Nagar, Bangalore";400;Cafes
"De Oxford Cafe";No;No;3.7;34;"080 48530740";"JP Nagar";Cafe;NULL;"Cafe, Beverages, Fast Food";"18, K.R Layout, Dollar Colony, 4th Phase, JP Nagar";500;Cafes
"Vinaya Coffee Moments";Yes;No;3.7;46;"+91 9538699211
080 49566825";"JP Nagar";Cafe;"Filter Coffee, Pizza, Pasta";"Burger, Cafe, Desserts, Sandwich, Italian";"Someshwara Bhavan, RBI Layout, 7th Phase, Kothnur Main Road, JP Nagar, Bangalore";450;Cafes
"Brew Point";Yes;No;3.6;10;"+91 9741010084";"JP Nagar";Cafe;NULL;"Cafe, American, Burger, Sandwich, Fast Food";"10/3, Shamanna Garden, 22nd Main Rd, Phase 5, JP Nagar, Bangalore";500;Cafes
"The Cravery";Yes;No;2.6;18;"+91 8042008011";"JP Nagar";Cafe;NULL;"Continental, Burger, Beverages, Cafe, Italian, Rolls";"296, Ground Floor, 5th Phase, 100 ft Outer Ring Road, JP Nagar, Bangalore";500;Cafes
Cuppa;No;No;3.4;48;"080 40939471";"JP Nagar";Cafe;"Coffee, Potato Wedges, Tea";"Cafe, Fast Food";"46/A, 1st Main, 3rd Phase, JP Nagar, Bangalore";550;Cafes
"Anju's Cafe";No;No;3.4;6;"+91 9845036605";"JP Nagar";Cafe;NULL;"Cafe, North Indian";"Brigade Millenium Inside Indian Music Experience Museum, JP Nagar, Bangalore, Bengaluru";600;Cafes
"Furry Fairy Paw Paradise";No;No;NULL;0;"+91 9901222032
+91 9986450438";"JP Nagar";Cafe;NULL;Cafe;"81, 7th Main, 5th Cross, Bank of Baroda Colony, 7th Phase, JP Nagar, Bangalore";500;Cafes
Junkealth;No;No;NULL;0;"+91 9880530105";"JP Nagar";"Quick Bites";NULL;"Healthy Food, Beverages, Cafe";"JP Nagar, Phase 7, Bangalore";300;Cafes
"Skytouch Le Cafe";Yes;No;3.7;127;"080 40932483
+91 9740848803";"JP Nagar";Cafe;"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles";"Cafe, Italian, Desserts";"724, 3rd Floor, RBI Layout, Rini Pearl, Opposite E.K. Retail, 7th Phase, JP Nagar, Bangalore";700;Cafes
"Woodee Pizza";Yes;No;2.7;85;"+91 7406827272";"JP Nagar";Cafe;"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes";"Cafe, Pizza, Fast Food, Beverages";"305, Anand NR Onyx, 15th Cross, 100 Feet Ring Road, 5th Phase Extension, JP Nagar, Bangalore";500;Cafes
"Hearts Unlock Cafe";No;No;3.2;11;"+91 9008143437
+91 7259710298";BTM;Cafe;NULL;"Cafe, Healthy Food";"18, 3rd Floor, 2nd Cross, NS Palya, Industrial Layout, BTM, Bangalore";500;Cafes
eat.fit;Yes;No;4.5;1178;NULL;BTM;Delivery;"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani";"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts";"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore";500;Delivery
"Sai Abhiruchi";Yes;No;3.7;335;"080 49653037";BTM;"Casual Dining";"Dum Biryani, Dal Fry, Paneer Biryani";"Andhra, North Indian, Biryani";"808, 1st Floor, Above Eye World Optical, 7th Cross, 2nd Stage, BTM, Bangalore";800;Delivery
"Capsicum Family Restaurant";Yes;No;3.8;254;"080 49652641";BTM;"Casual Dining";"Mutton Biryani";"Biryani, North Indian";"774, 3rd Floor, 16th Main, 7th Cross, 2nd Stage, BTM, Bangalore";800;Delivery
"Box Magic";Yes;No;3.6;21;"+91 8043723392
+91 8884058995";"Bannerghatta Road";"Quick Bites";NULL;"North Indian, South Indian, Seafood, Rolls";"67, Doresani Palya Main Road, Bilekahalli Dakahale, Bannerghatta Road, Bangalore";400;Delivery
"Maa'r Rannaghor";Yes;No;3.8;20;"080 49652560";"JP Nagar";"Quick Bites";NULL;"Bengali, Chinese";"104/1, 21st Main Road, 6th Cross Road, R K Colony, JP Nagar 2nd Phase, Bangalore";400;Delivery
"Easy Bites";Yes;No;4.1;63;"080 43334321";"JP Nagar";"Takeaway, Delivery";"Sandwich, Crispy Chicken, French Fries";"Fast Food, Sandwich";"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, 7th Phase, JP Nagar Bangalore";300;Delivery
"Hiyar Majhe Kolkata";Yes;No;4;244;"+91 9108919806
+91 9739059571";BTM;"Quick Bites";"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali";"Bengali, North Indian";"57/1, Near Alliance University, 19th Cross, 7th Main, 2nd Stage, BTM, Bangalore";400;Delivery
"Dabba Gosht";Yes;No;3.4;9;"080 43334321";"JP Nagar";"Takeaway, Delivery";NULL;"Arabian, Middle Eastern";"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, JP Nagar 7th Phase, Bangalore";400;Delivery
"Empire Restaurant";Yes;No;3.6;113;"080 43334321";"JP Nagar";"Takeaway, Delivery";NULL;"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages";"1260, SY 35/4, SJR Towers, 24th Main Puttanhalli, 7th Phase, JP Nagar, Bangalore";400;Delivery
Punjabites;Yes;No;3.7;5;"080 43334321";"JP Nagar";"Takeaway, Delivery";NULL;"North Indian, Charcoal Chicken";"1260 SY 35/4 SJR Tower's, JP Nagar 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore";400;Delivery
"Sri Lakshmi Dhaba";Yes;No;2.9;255;"+91 8970548240
+91 9739369901";BTM;"Quick Bites";"Paratha, Shahi Paneer";"North Indian";"23, 7th Cross, 2nd Main, NS Palya Main Road, 2nd Stage, BTM, Bangalore";250;Delivery
"XO Belgian Waffle";Yes;No;4.5;549;"080 45128804";BTM;"Dessert Parlor";"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo";"Desserts, Beverages";"948, 16th Main, MICO Layout, 2nd Stage, BTM, Bangalore";400;Delivery
"Swadista Aahar";Yes;No;4.1;775;"+91 9844006825
+91 9844615361";BTM;"Quick Bites";"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali";"South Indian, North Indian, Chinese, Street Food";"947, 16th Main Road, 2nd Stage, BTM, Bangalore";300;Delivery
Vegetarea;Yes;No;3.9;38;"080 43334333";BTM;"Takeaway, Delivery";NULL;"South Indian";"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore";250;Delivery
Al-Bek;Yes;No;3.6;208;"080 43334321";"JP Nagar";"Takeaway, Delivery";"Chicken Grill, Biryani";"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls";"1260, SY 35/4, SJR Towers, 24th Main Puttanhalli, 7th Phase, JP Nagar, Bangalore";300;Delivery
Aniram's;Yes;No;4.1;739;"+91 8867760111
+91 8867760222";"JP Nagar";Delivery;"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala";"Chinese, North Indian";"5th A Cross, Lakshmi Complex, Manjunatha Colony, Near RV Dental College, 2nd phase, JP Nagar, Bangalore";500;Delivery
"Punjabi Nawabi";Yes;No;3.8;310;"+91 9916713131
+91 9916813131";"Bannerghatta Road";"Quick Bites";"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan";"North Indian";"Shop 9, 1st Floor, SBI Building, New DLF New Town, Opposite Ample Mart, Bannerghatta Road, Bangalore";400;Delivery
